Genome	Division	nhr_file	nin_file	nsq_file
Tetranychus_urticae	Invertebrate metazoa	<a href='LIRBase_blastdb/Tetranychus_urticae.nhr' target='_blank'>Tetranychus_urticae.nhr</a>	<a href='LIRBase_blastdb/Tetranychus_urticae.nin' target='_blank'>Tetranychus_urticae.nin</a>	<a href='LIRBase_blastdb/Tetranychus_urticae.nsq' target='_blank'>Tetranychus_urticae.nsq</a>
Thelohanellus_kitauei	Invertebrate metazoa	<a href='LIRBase_blastdb/Thelohanellus_kitauei.nhr' target='_blank'>Thelohanellus_kitauei.nhr</a>	<a href='LIRBase_blastdb/Thelohanellus_kitauei.nin' target='_blank'>Thelohanellus_kitauei.nin</a>	<a href='LIRBase_blastdb/Thelohanellus_kitauei.nsq' target='_blank'>Thelohanellus_kitauei.nsq</a>
Tribolium_castaneum	Invertebrate metazoa	<a href='LIRBase_blastdb/Tribolium_castaneum.nhr' target='_blank'>Tribolium_castaneum.nhr</a>	<a href='LIRBase_blastdb/Tribolium_castaneum.nin' target='_blank'>Tribolium_castaneum.nin</a>	<a href='LIRBase_blastdb/Tribolium_castaneum.nsq' target='_blank'>Tribolium_castaneum.nsq</a>
Trichinella_spiralis	Invertebrate metazoa	<a href='LIRBase_blastdb/Trichinella_spiralis.nhr' target='_blank'>Trichinella_spiralis.nhr</a>	<a href='LIRBase_blastdb/Trichinella_spiralis.nin' target='_blank'>Trichinella_spiralis.nin</a>	<a href='LIRBase_blastdb/Trichinella_spiralis.nsq' target='_blank'>Trichinella_spiralis.nsq</a>
Trichoplax_adhaerens	Invertebrate metazoa	<a href='LIRBase_blastdb/Trichoplax_adhaerens.nhr' target='_blank'>Trichoplax_adhaerens.nhr</a>	<a href='LIRBase_blastdb/Trichoplax_adhaerens.nin' target='_blank'>Trichoplax_adhaerens.nin</a>	<a href='LIRBase_blastdb/Trichoplax_adhaerens.nsq' target='_blank'>Trichoplax_adhaerens.nsq</a>
Zootermopsis_nevadensis	Invertebrate metazoa	<a href='LIRBase_blastdb/Zootermopsis_nevadensis.nhr' target='_blank'>Zootermopsis_nevadensis.nhr</a>	<a href='LIRBase_blastdb/Zootermopsis_nevadensis.nin' target='_blank'>Zootermopsis_nevadensis.nin</a>	<a href='LIRBase_blastdb/Zootermopsis_nevadensis.nsq' target='_blank'>Zootermopsis_nevadensis.nsq</a>
Actinidia_chinensis.Hongyang	Plant	<a href='LIRBase_blastdb/Actinidia_chinensis.Hongyang.nhr' target='_blank'>Actinidia_chinensis.Hongyang.nhr</a>	<a href='LIRBase_blastdb/Actinidia_chinensis.Hongyang.nin' target='_blank'>Actinidia_chinensis.Hongyang.nin</a>	<a href='LIRBase_blastdb/Actinidia_chinensis.Hongyang.nsq' target='_blank'>Actinidia_chinensis.Hongyang.nsq</a>
Actinidia_chinensis.Red5	Plant	<a href='LIRBase_blastdb/Actinidia_chinensis.Red5.nhr' target='_blank'>Actinidia_chinensis.Red5.nhr</a>	<a href='LIRBase_blastdb/Actinidia_chinensis.Red5.nin' target='_blank'>Actinidia_chinensis.Red5.nin</a>	<a href='LIRBase_blastdb/Actinidia_chinensis.Red5.nsq' target='_blank'>Actinidia_chinensis.Red5.nsq</a>
Aegilops_tauschii	Plant	<a href='LIRBase_blastdb/Aegilops_tauschii.nhr' target='_blank'>Aegilops_tauschii.nhr</a>	<a href='LIRBase_blastdb/Aegilops_tauschii.nin' target='_blank'>Aegilops_tauschii.nin</a>	<a href='LIRBase_blastdb/Aegilops_tauschii.nsq' target='_blank'>Aegilops_tauschii.nsq</a>
Amborella_trichopoda	Plant	<a href='LIRBase_blastdb/Amborella_trichopoda.nhr' target='_blank'>Amborella_trichopoda.nhr</a>	<a href='LIRBase_blastdb/Amborella_trichopoda.nin' target='_blank'>Amborella_trichopoda.nin</a>	<a href='LIRBase_blastdb/Amborella_trichopoda.nsq' target='_blank'>Amborella_trichopoda.nsq</a>
Ananas_bracteatus.CB5	Plant	<a href='LIRBase_blastdb/Ananas_bracteatus.CB5.nhr' target='_blank'>Ananas_bracteatus.CB5.nhr</a>	<a href='LIRBase_blastdb/Ananas_bracteatus.CB5.nin' target='_blank'>Ananas_bracteatus.CB5.nin</a>	<a href='LIRBase_blastdb/Ananas_bracteatus.CB5.nsq' target='_blank'>Ananas_bracteatus.CB5.nsq</a>
Ananas_bracteatus.F153	Plant	<a href='LIRBase_blastdb/Ananas_bracteatus.F153.nhr' target='_blank'>Ananas_bracteatus.F153.nhr</a>	<a href='LIRBase_blastdb/Ananas_bracteatus.F153.nin' target='_blank'>Ananas_bracteatus.F153.nin</a>	<a href='LIRBase_blastdb/Ananas_bracteatus.F153.nsq' target='_blank'>Ananas_bracteatus.F153.nsq</a>
Ananas_bracteatus	Plant	<a href='LIRBase_blastdb/Ananas_bracteatus.nhr' target='_blank'>Ananas_bracteatus.nhr</a>	<a href='LIRBase_blastdb/Ananas_bracteatus.nin' target='_blank'>Ananas_bracteatus.nin</a>	<a href='LIRBase_blastdb/Ananas_bracteatus.nsq' target='_blank'>Ananas_bracteatus.nsq</a>
Arabidopsis_halleri	Plant	<a href='LIRBase_blastdb/Arabidopsis_halleri.nhr' target='_blank'>Arabidopsis_halleri.nhr</a>	<a href='LIRBase_blastdb/Arabidopsis_halleri.nin' target='_blank'>Arabidopsis_halleri.nin</a>	<a href='LIRBase_blastdb/Arabidopsis_halleri.nsq' target='_blank'>Arabidopsis_halleri.nsq</a>
Arabidopsis_lyrata	Plant	<a href='LIRBase_blastdb/Arabidopsis_lyrata.nhr' target='_blank'>Arabidopsis_lyrata.nhr</a>	<a href='LIRBase_blastdb/Arabidopsis_lyrata.nin' target='_blank'>Arabidopsis_lyrata.nin</a>	<a href='LIRBase_blastdb/Arabidopsis_lyrata.nsq' target='_blank'>Arabidopsis_lyrata.nsq</a>
Arabidopsis_thaliana	Plant	<a href='LIRBase_blastdb/Arabidopsis_thaliana.nhr' target='_blank'>Arabidopsis_thaliana.nhr</a>	<a href='LIRBase_blastdb/Arabidopsis_thaliana.nin' target='_blank'>Arabidopsis_thaliana.nin</a>	<a href='LIRBase_blastdb/Arabidopsis_thaliana.nsq' target='_blank'>Arabidopsis_thaliana.nsq</a>
Asparagus_officinalis	Plant	<a href='LIRBase_blastdb/Asparagus_officinalis.nhr' target='_blank'>Asparagus_officinalis.nhr</a>	<a href='LIRBase_blastdb/Asparagus_officinalis.nin' target='_blank'>Asparagus_officinalis.nin</a>	<a href='LIRBase_blastdb/Asparagus_officinalis.nsq' target='_blank'>Asparagus_officinalis.nsq</a>
Beta_vulgaris	Plant	<a href='LIRBase_blastdb/Beta_vulgaris.nhr' target='_blank'>Beta_vulgaris.nhr</a>	<a href='LIRBase_blastdb/Beta_vulgaris.nin' target='_blank'>Beta_vulgaris.nin</a>	<a href='LIRBase_blastdb/Beta_vulgaris.nsq' target='_blank'>Beta_vulgaris.nsq</a>
Brachypodium_distachyon	Plant	<a href='LIRBase_blastdb/Brachypodium_distachyon.nhr' target='_blank'>Brachypodium_distachyon.nhr</a>	<a href='LIRBase_blastdb/Brachypodium_distachyon.nin' target='_blank'>Brachypodium_distachyon.nin</a>	<a href='LIRBase_blastdb/Brachypodium_distachyon.nsq' target='_blank'>Brachypodium_distachyon.nsq</a>
Brassica_napus	Plant	<a href='LIRBase_blastdb/Brassica_napus.nhr' target='_blank'>Brassica_napus.nhr</a>	<a href='LIRBase_blastdb/Brassica_napus.nin' target='_blank'>Brassica_napus.nin</a>	<a href='LIRBase_blastdb/Brassica_napus.nsq' target='_blank'>Brassica_napus.nsq</a>
Brassica_oleracea	Plant	<a href='LIRBase_blastdb/Brassica_oleracea.nhr' target='_blank'>Brassica_oleracea.nhr</a>	<a href='LIRBase_blastdb/Brassica_oleracea.nin' target='_blank'>Brassica_oleracea.nin</a>	<a href='LIRBase_blastdb/Brassica_oleracea.nsq' target='_blank'>Brassica_oleracea.nsq</a>
Brassica_rapa	Plant	<a href='LIRBase_blastdb/Brassica_rapa.nhr' target='_blank'>Brassica_rapa.nhr</a>	<a href='LIRBase_blastdb/Brassica_rapa.nin' target='_blank'>Brassica_rapa.nin</a>	<a href='LIRBase_blastdb/Brassica_rapa.nsq' target='_blank'>Brassica_rapa.nsq</a>
Cajanus_cajan	Plant	<a href='LIRBase_blastdb/Cajanus_cajan.nhr' target='_blank'>Cajanus_cajan.nhr</a>	<a href='LIRBase_blastdb/Cajanus_cajan.nin' target='_blank'>Cajanus_cajan.nin</a>	<a href='LIRBase_blastdb/Cajanus_cajan.nsq' target='_blank'>Cajanus_cajan.nsq</a>
Camelina_sativa	Plant	<a href='LIRBase_blastdb/Camelina_sativa.nhr' target='_blank'>Camelina_sativa.nhr</a>	<a href='LIRBase_blastdb/Camelina_sativa.nin' target='_blank'>Camelina_sativa.nin</a>	<a href='LIRBase_blastdb/Camelina_sativa.nsq' target='_blank'>Camelina_sativa.nsq</a>
Castanea_mollissima	Plant	<a href='LIRBase_blastdb/Castanea_mollissima.nhr' target='_blank'>Castanea_mollissima.nhr</a>	<a href='LIRBase_blastdb/Castanea_mollissima.nin' target='_blank'>Castanea_mollissima.nin</a>	<a href='LIRBase_blastdb/Castanea_mollissima.nsq' target='_blank'>Castanea_mollissima.nsq</a>
Cerasus_x_yedoensis	Plant	<a href='LIRBase_blastdb/Cerasus_x_yedoensis.nhr' target='_blank'>Cerasus_x_yedoensis.nhr</a>	<a href='LIRBase_blastdb/Cerasus_x_yedoensis.nin' target='_blank'>Cerasus_x_yedoensis.nin</a>	<a href='LIRBase_blastdb/Cerasus_x_yedoensis.nsq' target='_blank'>Cerasus_x_yedoensis.nsq</a>
Chlamydomonas_reinhardtii	Plant	<a href='LIRBase_blastdb/Chlamydomonas_reinhardtii.nhr' target='_blank'>Chlamydomonas_reinhardtii.nhr</a>	<a href='LIRBase_blastdb/Chlamydomonas_reinhardtii.nin' target='_blank'>Chlamydomonas_reinhardtii.nin</a>	<a href='LIRBase_blastdb/Chlamydomonas_reinhardtii.nsq' target='_blank'>Chlamydomonas_reinhardtii.nsq</a>
Chondrus_crispus	Plant	<a href='LIRBase_blastdb/Chondrus_crispus.nhr' target='_blank'>Chondrus_crispus.nhr</a>	<a href='LIRBase_blastdb/Chondrus_crispus.nin' target='_blank'>Chondrus_crispus.nin</a>	<a href='LIRBase_blastdb/Chondrus_crispus.nsq' target='_blank'>Chondrus_crispus.nsq</a>
Citrullus_lanatus.97103	Plant	<a href='LIRBase_blastdb/Citrullus_lanatus.97103.nhr' target='_blank'>Citrullus_lanatus.97103.nhr</a>	<a href='LIRBase_blastdb/Citrullus_lanatus.97103.nin' target='_blank'>Citrullus_lanatus.97103.nin</a>	<a href='LIRBase_blastdb/Citrullus_lanatus.97103.nsq' target='_blank'>Citrullus_lanatus.97103.nsq</a>
Citrullus_lanatus.Charleston_Gray	Plant	<a href='LIRBase_blastdb/Citrullus_lanatus.Charleston_Gray.nhr' target='_blank'>Citrullus_lanatus.Charleston_Gray.nhr</a>	<a href='LIRBase_blastdb/Citrullus_lanatus.Charleston_Gray.nin' target='_blank'>Citrullus_lanatus.Charleston_Gray.nin</a>	<a href='LIRBase_blastdb/Citrullus_lanatus.Charleston_Gray.nsq' target='_blank'>Citrullus_lanatus.Charleston_Gray.nsq</a>
Corchorus_capsularis	Plant	<a href='LIRBase_blastdb/Corchorus_capsularis.nhr' target='_blank'>Corchorus_capsularis.nhr</a>	<a href='LIRBase_blastdb/Corchorus_capsularis.nin' target='_blank'>Corchorus_capsularis.nin</a>	<a href='LIRBase_blastdb/Corchorus_capsularis.nsq' target='_blank'>Corchorus_capsularis.nsq</a>
Cucumis_melo	Plant	<a href='LIRBase_blastdb/Cucumis_melo.nhr' target='_blank'>Cucumis_melo.nhr</a>	<a href='LIRBase_blastdb/Cucumis_melo.nin' target='_blank'>Cucumis_melo.nin</a>	<a href='LIRBase_blastdb/Cucumis_melo.nsq' target='_blank'>Cucumis_melo.nsq</a>
Cucumis_sativus.ChineseLong	Plant	<a href='LIRBase_blastdb/Cucumis_sativus.ChineseLong.nhr' target='_blank'>Cucumis_sativus.ChineseLong.nhr</a>	<a href='LIRBase_blastdb/Cucumis_sativus.ChineseLong.nin' target='_blank'>Cucumis_sativus.ChineseLong.nin</a>	<a href='LIRBase_blastdb/Cucumis_sativus.ChineseLong.nsq' target='_blank'>Cucumis_sativus.ChineseLong.nsq</a>
Cucumis_sativus.PI183967	Plant	<a href='LIRBase_blastdb/Cucumis_sativus.PI183967.nhr' target='_blank'>Cucumis_sativus.PI183967.nhr</a>	<a href='LIRBase_blastdb/Cucumis_sativus.PI183967.nin' target='_blank'>Cucumis_sativus.PI183967.nin</a>	<a href='LIRBase_blastdb/Cucumis_sativus.PI183967.nsq' target='_blank'>Cucumis_sativus.PI183967.nsq</a>
Cucurbita_argyrosperma	Plant	<a href='LIRBase_blastdb/Cucurbita_argyrosperma.nhr' target='_blank'>Cucurbita_argyrosperma.nhr</a>	<a href='LIRBase_blastdb/Cucurbita_argyrosperma.nin' target='_blank'>Cucurbita_argyrosperma.nin</a>	<a href='LIRBase_blastdb/Cucurbita_argyrosperma.nsq' target='_blank'>Cucurbita_argyrosperma.nsq</a>
Cucurbita_maxima	Plant	<a href='LIRBase_blastdb/Cucurbita_maxima.nhr' target='_blank'>Cucurbita_maxima.nhr</a>	<a href='LIRBase_blastdb/Cucurbita_maxima.nin' target='_blank'>Cucurbita_maxima.nin</a>	<a href='LIRBase_blastdb/Cucurbita_maxima.nsq' target='_blank'>Cucurbita_maxima.nsq</a>
Cucurbita_moschata	Plant	<a href='LIRBase_blastdb/Cucurbita_moschata.nhr' target='_blank'>Cucurbita_moschata.nhr</a>	<a href='LIRBase_blastdb/Cucurbita_moschata.nin' target='_blank'>Cucurbita_moschata.nin</a>	<a href='LIRBase_blastdb/Cucurbita_moschata.nsq' target='_blank'>Cucurbita_moschata.nsq</a>
Cucurbita_pepo	Plant	<a href='LIRBase_blastdb/Cucurbita_pepo.nhr' target='_blank'>Cucurbita_pepo.nhr</a>	<a href='LIRBase_blastdb/Cucurbita_pepo.nin' target='_blank'>Cucurbita_pepo.nin</a>	<a href='LIRBase_blastdb/Cucurbita_pepo.nsq' target='_blank'>Cucurbita_pepo.nsq</a>
Cyanidioschyzon_merolae	Plant	<a href='LIRBase_blastdb/Cyanidioschyzon_merolae.nhr' target='_blank'>Cyanidioschyzon_merolae.nhr</a>	<a href='LIRBase_blastdb/Cyanidioschyzon_merolae.nin' target='_blank'>Cyanidioschyzon_merolae.nin</a>	<a href='LIRBase_blastdb/Cyanidioschyzon_merolae.nsq' target='_blank'>Cyanidioschyzon_merolae.nsq</a>
Daucus_carota	Plant	<a href='LIRBase_blastdb/Daucus_carota.nhr' target='_blank'>Daucus_carota.nhr</a>	<a href='LIRBase_blastdb/Daucus_carota.nin' target='_blank'>Daucus_carota.nin</a>	<a href='LIRBase_blastdb/Daucus_carota.nsq' target='_blank'>Daucus_carota.nsq</a>
Dichanthelium_oligosanthes	Plant	<a href='LIRBase_blastdb/Dichanthelium_oligosanthes.nhr' target='_blank'>Dichanthelium_oligosanthes.nhr</a>	<a href='LIRBase_blastdb/Dichanthelium_oligosanthes.nin' target='_blank'>Dichanthelium_oligosanthes.nin</a>	<a href='LIRBase_blastdb/Dichanthelium_oligosanthes.nsq' target='_blank'>Dichanthelium_oligosanthes.nsq</a>
Dioscorea_rotundata	Plant	<a href='LIRBase_blastdb/Dioscorea_rotundata.nhr' target='_blank'>Dioscorea_rotundata.nhr</a>	<a href='LIRBase_blastdb/Dioscorea_rotundata.nin' target='_blank'>Dioscorea_rotundata.nin</a>	<a href='LIRBase_blastdb/Dioscorea_rotundata.nsq' target='_blank'>Dioscorea_rotundata.nsq</a>
Elaeis_guineensis	Plant	<a href='LIRBase_blastdb/Elaeis_guineensis.nhr' target='_blank'>Elaeis_guineensis.nhr</a>	<a href='LIRBase_blastdb/Elaeis_guineensis.nin' target='_blank'>Elaeis_guineensis.nin</a>	<a href='LIRBase_blastdb/Elaeis_guineensis.nsq' target='_blank'>Elaeis_guineensis.nsq</a>
Eucalyptus_grandis	Plant	<a href='LIRBase_blastdb/Eucalyptus_grandis.nhr' target='_blank'>Eucalyptus_grandis.nhr</a>	<a href='LIRBase_blastdb/Eucalyptus_grandis.nin' target='_blank'>Eucalyptus_grandis.nin</a>	<a href='LIRBase_blastdb/Eucalyptus_grandis.nsq' target='_blank'>Eucalyptus_grandis.nsq</a>
Eucommia_ulmoides	Plant	<a href='LIRBase_blastdb/Eucommia_ulmoides.nhr' target='_blank'>Eucommia_ulmoides.nhr</a>	<a href='LIRBase_blastdb/Eucommia_ulmoides.nin' target='_blank'>Eucommia_ulmoides.nin</a>	<a href='LIRBase_blastdb/Eucommia_ulmoides.nsq' target='_blank'>Eucommia_ulmoides.nsq</a>
Fragaria_iinumae	Plant	<a href='LIRBase_blastdb/Fragaria_iinumae.nhr' target='_blank'>Fragaria_iinumae.nhr</a>	<a href='LIRBase_blastdb/Fragaria_iinumae.nin' target='_blank'>Fragaria_iinumae.nin</a>	<a href='LIRBase_blastdb/Fragaria_iinumae.nsq' target='_blank'>Fragaria_iinumae.nsq</a>
Fragaria_nipponica	Plant	<a href='LIRBase_blastdb/Fragaria_nipponica.nhr' target='_blank'>Fragaria_nipponica.nhr</a>	<a href='LIRBase_blastdb/Fragaria_nipponica.nin' target='_blank'>Fragaria_nipponica.nin</a>	<a href='LIRBase_blastdb/Fragaria_nipponica.nsq' target='_blank'>Fragaria_nipponica.nsq</a>
Fragaria_nubicola	Plant	<a href='LIRBase_blastdb/Fragaria_nubicola.nhr' target='_blank'>Fragaria_nubicola.nhr</a>	<a href='LIRBase_blastdb/Fragaria_nubicola.nin' target='_blank'>Fragaria_nubicola.nin</a>	<a href='LIRBase_blastdb/Fragaria_nubicola.nsq' target='_blank'>Fragaria_nubicola.nsq</a>
Fragaria_orientalis	Plant	<a href='LIRBase_blastdb/Fragaria_orientalis.nhr' target='_blank'>Fragaria_orientalis.nhr</a>	<a href='LIRBase_blastdb/Fragaria_orientalis.nin' target='_blank'>Fragaria_orientalis.nin</a>	<a href='LIRBase_blastdb/Fragaria_orientalis.nsq' target='_blank'>Fragaria_orientalis.nsq</a>
Fragaria_vesca	Plant	<a href='LIRBase_blastdb/Fragaria_vesca.nhr' target='_blank'>Fragaria_vesca.nhr</a>	<a href='LIRBase_blastdb/Fragaria_vesca.nin' target='_blank'>Fragaria_vesca.nin</a>	<a href='LIRBase_blastdb/Fragaria_vesca.nsq' target='_blank'>Fragaria_vesca.nsq</a>
Fragaria_x_ananassa	Plant	<a href='LIRBase_blastdb/Fragaria_x_ananassa.nhr' target='_blank'>Fragaria_x_ananassa.nhr</a>	<a href='LIRBase_blastdb/Fragaria_x_ananassa.nin' target='_blank'>Fragaria_x_ananassa.nin</a>	<a href='LIRBase_blastdb/Fragaria_x_ananassa.nsq' target='_blank'>Fragaria_x_ananassa.nsq</a>
Galdieria_sulphuraria	Plant	<a href='LIRBase_blastdb/Galdieria_sulphuraria.nhr' target='_blank'>Galdieria_sulphuraria.nhr</a>	<a href='LIRBase_blastdb/Galdieria_sulphuraria.nin' target='_blank'>Galdieria_sulphuraria.nin</a>	<a href='LIRBase_blastdb/Galdieria_sulphuraria.nsq' target='_blank'>Galdieria_sulphuraria.nsq</a>
Gastrodia_elata	Plant	<a href='LIRBase_blastdb/Gastrodia_elata.nhr' target='_blank'>Gastrodia_elata.nhr</a>	<a href='LIRBase_blastdb/Gastrodia_elata.nin' target='_blank'>Gastrodia_elata.nin</a>	<a href='LIRBase_blastdb/Gastrodia_elata.nsq' target='_blank'>Gastrodia_elata.nsq</a>
Glycine_max.Williams_82	Plant	<a href='LIRBase_blastdb/Glycine_max.Williams_82.nhr' target='_blank'>Glycine_max.Williams_82.nhr</a>	<a href='LIRBase_blastdb/Glycine_max.Williams_82.nin' target='_blank'>Glycine_max.Williams_82.nin</a>	<a href='LIRBase_blastdb/Glycine_max.Williams_82.nsq' target='_blank'>Glycine_max.Williams_82.nsq</a>
Glycine_max.Zhonghuang_13	Plant	<a href='LIRBase_blastdb/Glycine_max.Zhonghuang_13.nhr' target='_blank'>Glycine_max.Zhonghuang_13.nhr</a>	<a href='LIRBase_blastdb/Glycine_max.Zhonghuang_13.nin' target='_blank'>Glycine_max.Zhonghuang_13.nin</a>	<a href='LIRBase_blastdb/Glycine_max.Zhonghuang_13.nsq' target='_blank'>Glycine_max.Zhonghuang_13.nsq</a>
Helianthus_annuus	Plant	<a href='LIRBase_blastdb/Helianthus_annuus.nhr' target='_blank'>Helianthus_annuus.nhr</a>	<a href='LIRBase_blastdb/Helianthus_annuus.nin' target='_blank'>Helianthus_annuus.nin</a>	<a href='LIRBase_blastdb/Helianthus_annuus.nsq' target='_blank'>Helianthus_annuus.nsq</a>
Klebsormidium_flaccidum	Plant	<a href='LIRBase_blastdb/Klebsormidium_flaccidum.nhr' target='_blank'>Klebsormidium_flaccidum.nhr</a>	<a href='LIRBase_blastdb/Klebsormidium_flaccidum.nin' target='_blank'>Klebsormidium_flaccidum.nin</a>	<a href='LIRBase_blastdb/Klebsormidium_flaccidum.nsq' target='_blank'>Klebsormidium_flaccidum.nsq</a>
Leersia_perrieri	Plant	<a href='LIRBase_blastdb/Leersia_perrieri.nhr' target='_blank'>Leersia_perrieri.nhr</a>	<a href='LIRBase_blastdb/Leersia_perrieri.nin' target='_blank'>Leersia_perrieri.nin</a>	<a href='LIRBase_blastdb/Leersia_perrieri.nsq' target='_blank'>Leersia_perrieri.nsq</a>
Lupinus_angustifolius	Plant	<a href='LIRBase_blastdb/Lupinus_angustifolius.nhr' target='_blank'>Lupinus_angustifolius.nhr</a>	<a href='LIRBase_blastdb/Lupinus_angustifolius.nin' target='_blank'>Lupinus_angustifolius.nin</a>	<a href='LIRBase_blastdb/Lupinus_angustifolius.nsq' target='_blank'>Lupinus_angustifolius.nsq</a>
Malus_x_domestica.GDDH13	Plant	<a href='LIRBase_blastdb/Malus_x_domestica.GDDH13.nhr' target='_blank'>Malus_x_domestica.GDDH13.nhr</a>	<a href='LIRBase_blastdb/Malus_x_domestica.GDDH13.nin' target='_blank'>Malus_x_domestica.GDDH13.nin</a>	<a href='LIRBase_blastdb/Malus_x_domestica.GDDH13.nsq' target='_blank'>Malus_x_domestica.GDDH13.nsq</a>
Malus_x_domestica.HFTH1	Plant	<a href='LIRBase_blastdb/Malus_x_domestica.HFTH1.nhr' target='_blank'>Malus_x_domestica.HFTH1.nhr</a>	<a href='LIRBase_blastdb/Malus_x_domestica.HFTH1.nin' target='_blank'>Malus_x_domestica.HFTH1.nin</a>	<a href='LIRBase_blastdb/Malus_x_domestica.HFTH1.nsq' target='_blank'>Malus_x_domestica.HFTH1.nsq</a>
Manihot_esculenta	Plant	<a href='LIRBase_blastdb/Manihot_esculenta.nhr' target='_blank'>Manihot_esculenta.nhr</a>	<a href='LIRBase_blastdb/Manihot_esculenta.nin' target='_blank'>Manihot_esculenta.nin</a>	<a href='LIRBase_blastdb/Manihot_esculenta.nsq' target='_blank'>Manihot_esculenta.nsq</a>
Medicago_truncatula	Plant	<a href='LIRBase_blastdb/Medicago_truncatula.nhr' target='_blank'>Medicago_truncatula.nhr</a>	<a href='LIRBase_blastdb/Medicago_truncatula.nin' target='_blank'>Medicago_truncatula.nin</a>	<a href='LIRBase_blastdb/Medicago_truncatula.nsq' target='_blank'>Medicago_truncatula.nsq</a>
Musa_acuminata.Banksii	Plant	<a href='LIRBase_blastdb/Musa_acuminata.Banksii.nhr' target='_blank'>Musa_acuminata.Banksii.nhr</a>	<a href='LIRBase_blastdb/Musa_acuminata.Banksii.nin' target='_blank'>Musa_acuminata.Banksii.nin</a>	<a href='LIRBase_blastdb/Musa_acuminata.Banksii.nsq' target='_blank'>Musa_acuminata.Banksii.nsq</a>
Musa_acuminata.Calcutta4	Plant	<a href='LIRBase_blastdb/Musa_acuminata.Calcutta4.nhr' target='_blank'>Musa_acuminata.Calcutta4.nhr</a>	<a href='LIRBase_blastdb/Musa_acuminata.Calcutta4.nin' target='_blank'>Musa_acuminata.Calcutta4.nin</a>	<a href='LIRBase_blastdb/Musa_acuminata.Calcutta4.nsq' target='_blank'>Musa_acuminata.Calcutta4.nsq</a>
Musa_acuminata.Pahang	Plant	<a href='LIRBase_blastdb/Musa_acuminata.Pahang.nhr' target='_blank'>Musa_acuminata.Pahang.nhr</a>	<a href='LIRBase_blastdb/Musa_acuminata.Pahang.nin' target='_blank'>Musa_acuminata.Pahang.nin</a>	<a href='LIRBase_blastdb/Musa_acuminata.Pahang.nsq' target='_blank'>Musa_acuminata.Pahang.nsq</a>
Musa_acuminata.Zebrina	Plant	<a href='LIRBase_blastdb/Musa_acuminata.Zebrina.nhr' target='_blank'>Musa_acuminata.Zebrina.nhr</a>	<a href='LIRBase_blastdb/Musa_acuminata.Zebrina.nin' target='_blank'>Musa_acuminata.Zebrina.nin</a>	<a href='LIRBase_blastdb/Musa_acuminata.Zebrina.nsq' target='_blank'>Musa_acuminata.Zebrina.nsq</a>
Musa_balbisiana	Plant	<a href='LIRBase_blastdb/Musa_balbisiana.nhr' target='_blank'>Musa_balbisiana.nhr</a>	<a href='LIRBase_blastdb/Musa_balbisiana.nin' target='_blank'>Musa_balbisiana.nin</a>	<a href='LIRBase_blastdb/Musa_balbisiana.nsq' target='_blank'>Musa_balbisiana.nsq</a>
Musa_itinerans	Plant	<a href='LIRBase_blastdb/Musa_itinerans.nhr' target='_blank'>Musa_itinerans.nhr</a>	<a href='LIRBase_blastdb/Musa_itinerans.nin' target='_blank'>Musa_itinerans.nin</a>	<a href='LIRBase_blastdb/Musa_itinerans.nsq' target='_blank'>Musa_itinerans.nsq</a>
Musa_schizocarpa	Plant	<a href='LIRBase_blastdb/Musa_schizocarpa.nhr' target='_blank'>Musa_schizocarpa.nhr</a>	<a href='LIRBase_blastdb/Musa_schizocarpa.nin' target='_blank'>Musa_schizocarpa.nin</a>	<a href='LIRBase_blastdb/Musa_schizocarpa.nsq' target='_blank'>Musa_schizocarpa.nsq</a>
Nicotiana_attenuata	Plant	<a href='LIRBase_blastdb/Nicotiana_attenuata.nhr' target='_blank'>Nicotiana_attenuata.nhr</a>	<a href='LIRBase_blastdb/Nicotiana_attenuata.nin' target='_blank'>Nicotiana_attenuata.nin</a>	<a href='LIRBase_blastdb/Nicotiana_attenuata.nsq' target='_blank'>Nicotiana_attenuata.nsq</a>
Nymphaea_colorata	Plant	<a href='LIRBase_blastdb/Nymphaea_colorata.nhr' target='_blank'>Nymphaea_colorata.nhr</a>	<a href='LIRBase_blastdb/Nymphaea_colorata.nin' target='_blank'>Nymphaea_colorata.nin</a>	<a href='LIRBase_blastdb/Nymphaea_colorata.nsq' target='_blank'>Nymphaea_colorata.nsq</a>
Olea_europaea	Plant	<a href='LIRBase_blastdb/Olea_europaea.nhr' target='_blank'>Olea_europaea.nhr</a>	<a href='LIRBase_blastdb/Olea_europaea.nin' target='_blank'>Olea_europaea.nin</a>	<a href='LIRBase_blastdb/Olea_europaea.nsq' target='_blank'>Olea_europaea.nsq</a>
Oryza_barthii	Plant	<a href='LIRBase_blastdb/Oryza_barthii.nhr' target='_blank'>Oryza_barthii.nhr</a>	<a href='LIRBase_blastdb/Oryza_barthii.nin' target='_blank'>Oryza_barthii.nin</a>	<a href='LIRBase_blastdb/Oryza_barthii.nsq' target='_blank'>Oryza_barthii.nsq</a>
