Genome	Division	nhr_file	nin_file	nsq_file
Amphiprion_percula	Vertebrate	<a href='LIRBase_blastdb/Amphiprion_percula.nhr' target='_blank'>Amphiprion_percula.nhr</a>	<a href='LIRBase_blastdb/Amphiprion_percula.nin' target='_blank'>Amphiprion_percula.nin</a>	<a href='LIRBase_blastdb/Amphiprion_percula.nsq' target='_blank'>Amphiprion_percula.nsq</a>
Anabas_testudineus	Vertebrate	<a href='LIRBase_blastdb/Anabas_testudineus.nhr' target='_blank'>Anabas_testudineus.nhr</a>	<a href='LIRBase_blastdb/Anabas_testudineus.nin' target='_blank'>Anabas_testudineus.nin</a>	<a href='LIRBase_blastdb/Anabas_testudineus.nsq' target='_blank'>Anabas_testudineus.nsq</a>
Anas_platyrhynchos_platyrhynchos	Vertebrate	<a href='LIRBase_blastdb/Anas_platyrhynchos_platyrhynchos.nhr' target='_blank'>Anas_platyrhynchos_platyrhynchos.nhr</a>	<a href='LIRBase_blastdb/Anas_platyrhynchos_platyrhynchos.nin' target='_blank'>Anas_platyrhynchos_platyrhynchos.nin</a>	<a href='LIRBase_blastdb/Anas_platyrhynchos_platyrhynchos.nsq' target='_blank'>Anas_platyrhynchos_platyrhynchos.nsq</a>
Anolis_carolinensis	Vertebrate	<a href='LIRBase_blastdb/Anolis_carolinensis.nhr' target='_blank'>Anolis_carolinensis.nhr</a>	<a href='LIRBase_blastdb/Anolis_carolinensis.nin' target='_blank'>Anolis_carolinensis.nin</a>	<a href='LIRBase_blastdb/Anolis_carolinensis.nsq' target='_blank'>Anolis_carolinensis.nsq</a>
Anser_brachyrhynchus	Vertebrate	<a href='LIRBase_blastdb/Anser_brachyrhynchus.nhr' target='_blank'>Anser_brachyrhynchus.nhr</a>	<a href='LIRBase_blastdb/Anser_brachyrhynchus.nin' target='_blank'>Anser_brachyrhynchus.nin</a>	<a href='LIRBase_blastdb/Anser_brachyrhynchus.nsq' target='_blank'>Anser_brachyrhynchus.nsq</a>
Aotus_nancymaae	Vertebrate	<a href='LIRBase_blastdb/Aotus_nancymaae.nhr' target='_blank'>Aotus_nancymaae.nhr</a>	<a href='LIRBase_blastdb/Aotus_nancymaae.nin' target='_blank'>Aotus_nancymaae.nin</a>	<a href='LIRBase_blastdb/Aotus_nancymaae.nsq' target='_blank'>Aotus_nancymaae.nsq</a>
Apteryx_haastii	Vertebrate	<a href='LIRBase_blastdb/Apteryx_haastii.nhr' target='_blank'>Apteryx_haastii.nhr</a>	<a href='LIRBase_blastdb/Apteryx_haastii.nin' target='_blank'>Apteryx_haastii.nin</a>	<a href='LIRBase_blastdb/Apteryx_haastii.nsq' target='_blank'>Apteryx_haastii.nsq</a>
Apteryx_owenii	Vertebrate	<a href='LIRBase_blastdb/Apteryx_owenii.nhr' target='_blank'>Apteryx_owenii.nhr</a>	<a href='LIRBase_blastdb/Apteryx_owenii.nin' target='_blank'>Apteryx_owenii.nin</a>	<a href='LIRBase_blastdb/Apteryx_owenii.nsq' target='_blank'>Apteryx_owenii.nsq</a>
Apteryx_rowi	Vertebrate	<a href='LIRBase_blastdb/Apteryx_rowi.nhr' target='_blank'>Apteryx_rowi.nhr</a>	<a href='LIRBase_blastdb/Apteryx_rowi.nin' target='_blank'>Apteryx_rowi.nin</a>	<a href='LIRBase_blastdb/Apteryx_rowi.nsq' target='_blank'>Apteryx_rowi.nsq</a>
Astatotilapia_calliptera	Vertebrate	<a href='LIRBase_blastdb/Astatotilapia_calliptera.nhr' target='_blank'>Astatotilapia_calliptera.nhr</a>	<a href='LIRBase_blastdb/Astatotilapia_calliptera.nin' target='_blank'>Astatotilapia_calliptera.nin</a>	<a href='LIRBase_blastdb/Astatotilapia_calliptera.nsq' target='_blank'>Astatotilapia_calliptera.nsq</a>
Astyanax_mexicanus	Vertebrate	<a href='LIRBase_blastdb/Astyanax_mexicanus.nhr' target='_blank'>Astyanax_mexicanus.nhr</a>	<a href='LIRBase_blastdb/Astyanax_mexicanus.nin' target='_blank'>Astyanax_mexicanus.nin</a>	<a href='LIRBase_blastdb/Astyanax_mexicanus.nsq' target='_blank'>Astyanax_mexicanus.nsq</a>
Astyanax_mexicanus_pachon	Vertebrate	<a href='LIRBase_blastdb/Astyanax_mexicanus_pachon.nhr' target='_blank'>Astyanax_mexicanus_pachon.nhr</a>	<a href='LIRBase_blastdb/Astyanax_mexicanus_pachon.nin' target='_blank'>Astyanax_mexicanus_pachon.nin</a>	<a href='LIRBase_blastdb/Astyanax_mexicanus_pachon.nsq' target='_blank'>Astyanax_mexicanus_pachon.nsq</a>
Betta_splendens	Vertebrate	<a href='LIRBase_blastdb/Betta_splendens.nhr' target='_blank'>Betta_splendens.nhr</a>	<a href='LIRBase_blastdb/Betta_splendens.nin' target='_blank'>Betta_splendens.nin</a>	<a href='LIRBase_blastdb/Betta_splendens.nsq' target='_blank'>Betta_splendens.nsq</a>
Bison_bison_bison	Vertebrate	<a href='LIRBase_blastdb/Bison_bison_bison.nhr' target='_blank'>Bison_bison_bison.nhr</a>	<a href='LIRBase_blastdb/Bison_bison_bison.nin' target='_blank'>Bison_bison_bison.nin</a>	<a href='LIRBase_blastdb/Bison_bison_bison.nsq' target='_blank'>Bison_bison_bison.nsq</a>
Bos_indicus_hybrid	Vertebrate	<a href='LIRBase_blastdb/Bos_indicus_hybrid.nhr' target='_blank'>Bos_indicus_hybrid.nhr</a>	<a href='LIRBase_blastdb/Bos_indicus_hybrid.nin' target='_blank'>Bos_indicus_hybrid.nin</a>	<a href='LIRBase_blastdb/Bos_indicus_hybrid.nsq' target='_blank'>Bos_indicus_hybrid.nsq</a>
Bos_mutus	Vertebrate	<a href='LIRBase_blastdb/Bos_mutus.nhr' target='_blank'>Bos_mutus.nhr</a>	<a href='LIRBase_blastdb/Bos_mutus.nin' target='_blank'>Bos_mutus.nin</a>	<a href='LIRBase_blastdb/Bos_mutus.nsq' target='_blank'>Bos_mutus.nsq</a>
Bos_taurus	Vertebrate	<a href='LIRBase_blastdb/Bos_taurus.nhr' target='_blank'>Bos_taurus.nhr</a>	<a href='LIRBase_blastdb/Bos_taurus.nin' target='_blank'>Bos_taurus.nin</a>	<a href='LIRBase_blastdb/Bos_taurus.nsq' target='_blank'>Bos_taurus.nsq</a>
Bos_taurus_hybrid	Vertebrate	<a href='LIRBase_blastdb/Bos_taurus_hybrid.nhr' target='_blank'>Bos_taurus_hybrid.nhr</a>	<a href='LIRBase_blastdb/Bos_taurus_hybrid.nin' target='_blank'>Bos_taurus_hybrid.nin</a>	<a href='LIRBase_blastdb/Bos_taurus_hybrid.nsq' target='_blank'>Bos_taurus_hybrid.nsq</a>
Calidris_pugnax	Vertebrate	<a href='LIRBase_blastdb/Calidris_pugnax.nhr' target='_blank'>Calidris_pugnax.nhr</a>	<a href='LIRBase_blastdb/Calidris_pugnax.nin' target='_blank'>Calidris_pugnax.nin</a>	<a href='LIRBase_blastdb/Calidris_pugnax.nsq' target='_blank'>Calidris_pugnax.nsq</a>
Calidris_pygmaea	Vertebrate	<a href='LIRBase_blastdb/Calidris_pygmaea.nhr' target='_blank'>Calidris_pygmaea.nhr</a>	<a href='LIRBase_blastdb/Calidris_pygmaea.nin' target='_blank'>Calidris_pygmaea.nin</a>	<a href='LIRBase_blastdb/Calidris_pygmaea.nsq' target='_blank'>Calidris_pygmaea.nsq</a>
Callithrix_jacchus	Vertebrate	<a href='LIRBase_blastdb/Callithrix_jacchus.nhr' target='_blank'>Callithrix_jacchus.nhr</a>	<a href='LIRBase_blastdb/Callithrix_jacchus.nin' target='_blank'>Callithrix_jacchus.nin</a>	<a href='LIRBase_blastdb/Callithrix_jacchus.nsq' target='_blank'>Callithrix_jacchus.nsq</a>
Callorhinchus_milii	Vertebrate	<a href='LIRBase_blastdb/Callorhinchus_milii.nhr' target='_blank'>Callorhinchus_milii.nhr</a>	<a href='LIRBase_blastdb/Callorhinchus_milii.nin' target='_blank'>Callorhinchus_milii.nin</a>	<a href='LIRBase_blastdb/Callorhinchus_milii.nsq' target='_blank'>Callorhinchus_milii.nsq</a>
Canis_familiaris	Vertebrate	<a href='LIRBase_blastdb/Canis_familiaris.nhr' target='_blank'>Canis_familiaris.nhr</a>	<a href='LIRBase_blastdb/Canis_familiaris.nin' target='_blank'>Canis_familiaris.nin</a>	<a href='LIRBase_blastdb/Canis_familiaris.nsq' target='_blank'>Canis_familiaris.nsq</a>
Canis_lupus_dingo	Vertebrate	<a href='LIRBase_blastdb/Canis_lupus_dingo.nhr' target='_blank'>Canis_lupus_dingo.nhr</a>	<a href='LIRBase_blastdb/Canis_lupus_dingo.nin' target='_blank'>Canis_lupus_dingo.nin</a>	<a href='LIRBase_blastdb/Canis_lupus_dingo.nsq' target='_blank'>Canis_lupus_dingo.nsq</a>
Capra_hircus	Vertebrate	<a href='LIRBase_blastdb/Capra_hircus.nhr' target='_blank'>Capra_hircus.nhr</a>	<a href='LIRBase_blastdb/Capra_hircus.nin' target='_blank'>Capra_hircus.nin</a>	<a href='LIRBase_blastdb/Capra_hircus.nsq' target='_blank'>Capra_hircus.nsq</a>
Carlito_syrichta	Vertebrate	<a href='LIRBase_blastdb/Carlito_syrichta.nhr' target='_blank'>Carlito_syrichta.nhr</a>	<a href='LIRBase_blastdb/Carlito_syrichta.nin' target='_blank'>Carlito_syrichta.nin</a>	<a href='LIRBase_blastdb/Carlito_syrichta.nsq' target='_blank'>Carlito_syrichta.nsq</a>
Castor_canadensis	Vertebrate	<a href='LIRBase_blastdb/Castor_canadensis.nhr' target='_blank'>Castor_canadensis.nhr</a>	<a href='LIRBase_blastdb/Castor_canadensis.nin' target='_blank'>Castor_canadensis.nin</a>	<a href='LIRBase_blastdb/Castor_canadensis.nsq' target='_blank'>Castor_canadensis.nsq</a>
Cavia_aperea	Vertebrate	<a href='LIRBase_blastdb/Cavia_aperea.nhr' target='_blank'>Cavia_aperea.nhr</a>	<a href='LIRBase_blastdb/Cavia_aperea.nin' target='_blank'>Cavia_aperea.nin</a>	<a href='LIRBase_blastdb/Cavia_aperea.nsq' target='_blank'>Cavia_aperea.nsq</a>
Cavia_porcellus	Vertebrate	<a href='LIRBase_blastdb/Cavia_porcellus.nhr' target='_blank'>Cavia_porcellus.nhr</a>	<a href='LIRBase_blastdb/Cavia_porcellus.nin' target='_blank'>Cavia_porcellus.nin</a>	<a href='LIRBase_blastdb/Cavia_porcellus.nsq' target='_blank'>Cavia_porcellus.nsq</a>
Cebus_capucinus	Vertebrate	<a href='LIRBase_blastdb/Cebus_capucinus.nhr' target='_blank'>Cebus_capucinus.nhr</a>	<a href='LIRBase_blastdb/Cebus_capucinus.nin' target='_blank'>Cebus_capucinus.nin</a>	<a href='LIRBase_blastdb/Cebus_capucinus.nsq' target='_blank'>Cebus_capucinus.nsq</a>
Cercocebus_atys	Vertebrate	<a href='LIRBase_blastdb/Cercocebus_atys.nhr' target='_blank'>Cercocebus_atys.nhr</a>	<a href='LIRBase_blastdb/Cercocebus_atys.nin' target='_blank'>Cercocebus_atys.nin</a>	<a href='LIRBase_blastdb/Cercocebus_atys.nsq' target='_blank'>Cercocebus_atys.nsq</a>
Chelonoidis_abingdonii	Vertebrate	<a href='LIRBase_blastdb/Chelonoidis_abingdonii.nhr' target='_blank'>Chelonoidis_abingdonii.nhr</a>	<a href='LIRBase_blastdb/Chelonoidis_abingdonii.nin' target='_blank'>Chelonoidis_abingdonii.nin</a>	<a href='LIRBase_blastdb/Chelonoidis_abingdonii.nsq' target='_blank'>Chelonoidis_abingdonii.nsq</a>
Chinchilla_lanigera	Vertebrate	<a href='LIRBase_blastdb/Chinchilla_lanigera.nhr' target='_blank'>Chinchilla_lanigera.nhr</a>	<a href='LIRBase_blastdb/Chinchilla_lanigera.nin' target='_blank'>Chinchilla_lanigera.nin</a>	<a href='LIRBase_blastdb/Chinchilla_lanigera.nsq' target='_blank'>Chinchilla_lanigera.nsq</a>
Chlorocebus_sabaeus	Vertebrate	<a href='LIRBase_blastdb/Chlorocebus_sabaeus.nhr' target='_blank'>Chlorocebus_sabaeus.nhr</a>	<a href='LIRBase_blastdb/Chlorocebus_sabaeus.nin' target='_blank'>Chlorocebus_sabaeus.nin</a>	<a href='LIRBase_blastdb/Chlorocebus_sabaeus.nsq' target='_blank'>Chlorocebus_sabaeus.nsq</a>
Choloepus_hoffmanni	Vertebrate	<a href='LIRBase_blastdb/Choloepus_hoffmanni.nhr' target='_blank'>Choloepus_hoffmanni.nhr</a>	<a href='LIRBase_blastdb/Choloepus_hoffmanni.nin' target='_blank'>Choloepus_hoffmanni.nin</a>	<a href='LIRBase_blastdb/Choloepus_hoffmanni.nsq' target='_blank'>Choloepus_hoffmanni.nsq</a>
Chrysemys_picta_bellii	Vertebrate	<a href='LIRBase_blastdb/Chrysemys_picta_bellii.nhr' target='_blank'>Chrysemys_picta_bellii.nhr</a>	<a href='LIRBase_blastdb/Chrysemys_picta_bellii.nin' target='_blank'>Chrysemys_picta_bellii.nin</a>	<a href='LIRBase_blastdb/Chrysemys_picta_bellii.nsq' target='_blank'>Chrysemys_picta_bellii.nsq</a>
Ciona_intestinalis	Vertebrate	<a href='LIRBase_blastdb/Ciona_intestinalis.nhr' target='_blank'>Ciona_intestinalis.nhr</a>	<a href='LIRBase_blastdb/Ciona_intestinalis.nin' target='_blank'>Ciona_intestinalis.nin</a>	<a href='LIRBase_blastdb/Ciona_intestinalis.nsq' target='_blank'>Ciona_intestinalis.nsq</a>
Ciona_savignyi	Vertebrate	<a href='LIRBase_blastdb/Ciona_savignyi.nhr' target='_blank'>Ciona_savignyi.nhr</a>	<a href='LIRBase_blastdb/Ciona_savignyi.nin' target='_blank'>Ciona_savignyi.nin</a>	<a href='LIRBase_blastdb/Ciona_savignyi.nsq' target='_blank'>Ciona_savignyi.nsq</a>
Colobus_angolensis_palliatus	Vertebrate	<a href='LIRBase_blastdb/Colobus_angolensis_palliatus.nhr' target='_blank'>Colobus_angolensis_palliatus.nhr</a>	<a href='LIRBase_blastdb/Colobus_angolensis_palliatus.nin' target='_blank'>Colobus_angolensis_palliatus.nin</a>	<a href='LIRBase_blastdb/Colobus_angolensis_palliatus.nsq' target='_blank'>Colobus_angolensis_palliatus.nsq</a>
Cottoperca_gobio	Vertebrate	<a href='LIRBase_blastdb/Cottoperca_gobio.nhr' target='_blank'>Cottoperca_gobio.nhr</a>	<a href='LIRBase_blastdb/Cottoperca_gobio.nin' target='_blank'>Cottoperca_gobio.nin</a>	<a href='LIRBase_blastdb/Cottoperca_gobio.nsq' target='_blank'>Cottoperca_gobio.nsq</a>
Coturnix_japonica	Vertebrate	<a href='LIRBase_blastdb/Coturnix_japonica.nhr' target='_blank'>Coturnix_japonica.nhr</a>	<a href='LIRBase_blastdb/Coturnix_japonica.nin' target='_blank'>Coturnix_japonica.nin</a>	<a href='LIRBase_blastdb/Coturnix_japonica.nsq' target='_blank'>Coturnix_japonica.nsq</a>
Cricetulus_griseus_chok1gshd	Vertebrate	<a href='LIRBase_blastdb/Cricetulus_griseus_chok1gshd.nhr' target='_blank'>Cricetulus_griseus_chok1gshd.nhr</a>	<a href='LIRBase_blastdb/Cricetulus_griseus_chok1gshd.nin' target='_blank'>Cricetulus_griseus_chok1gshd.nin</a>	<a href='LIRBase_blastdb/Cricetulus_griseus_chok1gshd.nsq' target='_blank'>Cricetulus_griseus_chok1gshd.nsq</a>
Cricetulus_griseus_crigri	Vertebrate	<a href='LIRBase_blastdb/Cricetulus_griseus_crigri.nhr' target='_blank'>Cricetulus_griseus_crigri.nhr</a>	<a href='LIRBase_blastdb/Cricetulus_griseus_crigri.nin' target='_blank'>Cricetulus_griseus_crigri.nin</a>	<a href='LIRBase_blastdb/Cricetulus_griseus_crigri.nsq' target='_blank'>Cricetulus_griseus_crigri.nsq</a>
Cricetulus_griseus_picr	Vertebrate	<a href='LIRBase_blastdb/Cricetulus_griseus_picr.nhr' target='_blank'>Cricetulus_griseus_picr.nhr</a>	<a href='LIRBase_blastdb/Cricetulus_griseus_picr.nin' target='_blank'>Cricetulus_griseus_picr.nin</a>	<a href='LIRBase_blastdb/Cricetulus_griseus_picr.nsq' target='_blank'>Cricetulus_griseus_picr.nsq</a>
Crocodylus_porosus	Vertebrate	<a href='LIRBase_blastdb/Crocodylus_porosus.nhr' target='_blank'>Crocodylus_porosus.nhr</a>	<a href='LIRBase_blastdb/Crocodylus_porosus.nin' target='_blank'>Crocodylus_porosus.nin</a>	<a href='LIRBase_blastdb/Crocodylus_porosus.nsq' target='_blank'>Crocodylus_porosus.nsq</a>
Cyanistes_caeruleus	Vertebrate	<a href='LIRBase_blastdb/Cyanistes_caeruleus.nhr' target='_blank'>Cyanistes_caeruleus.nhr</a>	<a href='LIRBase_blastdb/Cyanistes_caeruleus.nin' target='_blank'>Cyanistes_caeruleus.nin</a>	<a href='LIRBase_blastdb/Cyanistes_caeruleus.nsq' target='_blank'>Cyanistes_caeruleus.nsq</a>
Cynoglossus_semilaevis	Vertebrate	<a href='LIRBase_blastdb/Cynoglossus_semilaevis.nhr' target='_blank'>Cynoglossus_semilaevis.nhr</a>	<a href='LIRBase_blastdb/Cynoglossus_semilaevis.nin' target='_blank'>Cynoglossus_semilaevis.nin</a>	<a href='LIRBase_blastdb/Cynoglossus_semilaevis.nsq' target='_blank'>Cynoglossus_semilaevis.nsq</a>
Cyprinodon_variegatus	Vertebrate	<a href='LIRBase_blastdb/Cyprinodon_variegatus.nhr' target='_blank'>Cyprinodon_variegatus.nhr</a>	<a href='LIRBase_blastdb/Cyprinodon_variegatus.nin' target='_blank'>Cyprinodon_variegatus.nin</a>	<a href='LIRBase_blastdb/Cyprinodon_variegatus.nsq' target='_blank'>Cyprinodon_variegatus.nsq</a>
Dasypus_novemcinctus	Vertebrate	<a href='LIRBase_blastdb/Dasypus_novemcinctus.nhr' target='_blank'>Dasypus_novemcinctus.nhr</a>	<a href='LIRBase_blastdb/Dasypus_novemcinctus.nin' target='_blank'>Dasypus_novemcinctus.nin</a>	<a href='LIRBase_blastdb/Dasypus_novemcinctus.nsq' target='_blank'>Dasypus_novemcinctus.nsq</a>
Denticeps_clupeoides	Vertebrate	<a href='LIRBase_blastdb/Denticeps_clupeoides.nhr' target='_blank'>Denticeps_clupeoides.nhr</a>	<a href='LIRBase_blastdb/Denticeps_clupeoides.nin' target='_blank'>Denticeps_clupeoides.nin</a>	<a href='LIRBase_blastdb/Denticeps_clupeoides.nsq' target='_blank'>Denticeps_clupeoides.nsq</a>
Dipodomys_ordii	Vertebrate	<a href='LIRBase_blastdb/Dipodomys_ordii.nhr' target='_blank'>Dipodomys_ordii.nhr</a>	<a href='LIRBase_blastdb/Dipodomys_ordii.nin' target='_blank'>Dipodomys_ordii.nin</a>	<a href='LIRBase_blastdb/Dipodomys_ordii.nsq' target='_blank'>Dipodomys_ordii.nsq</a>
Dromaius_novaehollandiae	Vertebrate	<a href='LIRBase_blastdb/Dromaius_novaehollandiae.nhr' target='_blank'>Dromaius_novaehollandiae.nhr</a>	<a href='LIRBase_blastdb/Dromaius_novaehollandiae.nin' target='_blank'>Dromaius_novaehollandiae.nin</a>	<a href='LIRBase_blastdb/Dromaius_novaehollandiae.nsq' target='_blank'>Dromaius_novaehollandiae.nsq</a>
Echinops_telfairi	Vertebrate	<a href='LIRBase_blastdb/Echinops_telfairi.nhr' target='_blank'>Echinops_telfairi.nhr</a>	<a href='LIRBase_blastdb/Echinops_telfairi.nin' target='_blank'>Echinops_telfairi.nin</a>	<a href='LIRBase_blastdb/Echinops_telfairi.nsq' target='_blank'>Echinops_telfairi.nsq</a>
Electrophorus_electricus	Vertebrate	<a href='LIRBase_blastdb/Electrophorus_electricus.nhr' target='_blank'>Electrophorus_electricus.nhr</a>	<a href='LIRBase_blastdb/Electrophorus_electricus.nin' target='_blank'>Electrophorus_electricus.nin</a>	<a href='LIRBase_blastdb/Electrophorus_electricus.nsq' target='_blank'>Electrophorus_electricus.nsq</a>
Equus_asinus_asinus	Vertebrate	<a href='LIRBase_blastdb/Equus_asinus_asinus.nhr' target='_blank'>Equus_asinus_asinus.nhr</a>	<a href='LIRBase_blastdb/Equus_asinus_asinus.nin' target='_blank'>Equus_asinus_asinus.nin</a>	<a href='LIRBase_blastdb/Equus_asinus_asinus.nsq' target='_blank'>Equus_asinus_asinus.nsq</a>
Equus_caballus	Vertebrate	<a href='LIRBase_blastdb/Equus_caballus.nhr' target='_blank'>Equus_caballus.nhr</a>	<a href='LIRBase_blastdb/Equus_caballus.nin' target='_blank'>Equus_caballus.nin</a>	<a href='LIRBase_blastdb/Equus_caballus.nsq' target='_blank'>Equus_caballus.nsq</a>
Erinaceus_europaeus	Vertebrate	<a href='LIRBase_blastdb/Erinaceus_europaeus.nhr' target='_blank'>Erinaceus_europaeus.nhr</a>	<a href='LIRBase_blastdb/Erinaceus_europaeus.nin' target='_blank'>Erinaceus_europaeus.nin</a>	<a href='LIRBase_blastdb/Erinaceus_europaeus.nsq' target='_blank'>Erinaceus_europaeus.nsq</a>
Erpetoichthys_calabaricus	Vertebrate	<a href='LIRBase_blastdb/Erpetoichthys_calabaricus.nhr' target='_blank'>Erpetoichthys_calabaricus.nhr</a>	<a href='LIRBase_blastdb/Erpetoichthys_calabaricus.nin' target='_blank'>Erpetoichthys_calabaricus.nin</a>	<a href='LIRBase_blastdb/Erpetoichthys_calabaricus.nsq' target='_blank'>Erpetoichthys_calabaricus.nsq</a>
Esox_lucius	Vertebrate	<a href='LIRBase_blastdb/Esox_lucius.nhr' target='_blank'>Esox_lucius.nhr</a>	<a href='LIRBase_blastdb/Esox_lucius.nin' target='_blank'>Esox_lucius.nin</a>	<a href='LIRBase_blastdb/Esox_lucius.nsq' target='_blank'>Esox_lucius.nsq</a>
Felis_catus	Vertebrate	<a href='LIRBase_blastdb/Felis_catus.nhr' target='_blank'>Felis_catus.nhr</a>	<a href='LIRBase_blastdb/Felis_catus.nin' target='_blank'>Felis_catus.nin</a>	<a href='LIRBase_blastdb/Felis_catus.nsq' target='_blank'>Felis_catus.nsq</a>
Ficedula_albicollis	Vertebrate	<a href='LIRBase_blastdb/Ficedula_albicollis.nhr' target='_blank'>Ficedula_albicollis.nhr</a>	<a href='LIRBase_blastdb/Ficedula_albicollis.nin' target='_blank'>Ficedula_albicollis.nin</a>	<a href='LIRBase_blastdb/Ficedula_albicollis.nsq' target='_blank'>Ficedula_albicollis.nsq</a>
Fukomys_damarensis	Vertebrate	<a href='LIRBase_blastdb/Fukomys_damarensis.nhr' target='_blank'>Fukomys_damarensis.nhr</a>	<a href='LIRBase_blastdb/Fukomys_damarensis.nin' target='_blank'>Fukomys_damarensis.nin</a>	<a href='LIRBase_blastdb/Fukomys_damarensis.nsq' target='_blank'>Fukomys_damarensis.nsq</a>
Fundulus_heteroclitus	Vertebrate	<a href='LIRBase_blastdb/Fundulus_heteroclitus.nhr' target='_blank'>Fundulus_heteroclitus.nhr</a>	<a href='LIRBase_blastdb/Fundulus_heteroclitus.nin' target='_blank'>Fundulus_heteroclitus.nin</a>	<a href='LIRBase_blastdb/Fundulus_heteroclitus.nsq' target='_blank'>Fundulus_heteroclitus.nsq</a>
Gadus_morhua	Vertebrate	<a href='LIRBase_blastdb/Gadus_morhua.nhr' target='_blank'>Gadus_morhua.nhr</a>	<a href='LIRBase_blastdb/Gadus_morhua.nin' target='_blank'>Gadus_morhua.nin</a>	<a href='LIRBase_blastdb/Gadus_morhua.nsq' target='_blank'>Gadus_morhua.nsq</a>
Gallus_gallus	Vertebrate	<a href='LIRBase_blastdb/Gallus_gallus.nhr' target='_blank'>Gallus_gallus.nhr</a>	<a href='LIRBase_blastdb/Gallus_gallus.nin' target='_blank'>Gallus_gallus.nin</a>	<a href='LIRBase_blastdb/Gallus_gallus.nsq' target='_blank'>Gallus_gallus.nsq</a>
Gambusia_affinis	Vertebrate	<a href='LIRBase_blastdb/Gambusia_affinis.nhr' target='_blank'>Gambusia_affinis.nhr</a>	<a href='LIRBase_blastdb/Gambusia_affinis.nin' target='_blank'>Gambusia_affinis.nin</a>	<a href='LIRBase_blastdb/Gambusia_affinis.nsq' target='_blank'>Gambusia_affinis.nsq</a>
Gasterosteus_aculeatus	Vertebrate	<a href='LIRBase_blastdb/Gasterosteus_aculeatus.nhr' target='_blank'>Gasterosteus_aculeatus.nhr</a>	<a href='LIRBase_blastdb/Gasterosteus_aculeatus.nin' target='_blank'>Gasterosteus_aculeatus.nin</a>	<a href='LIRBase_blastdb/Gasterosteus_aculeatus.nsq' target='_blank'>Gasterosteus_aculeatus.nsq</a>
Gopherus_agassizii	Vertebrate	<a href='LIRBase_blastdb/Gopherus_agassizii.nhr' target='_blank'>Gopherus_agassizii.nhr</a>	<a href='LIRBase_blastdb/Gopherus_agassizii.nin' target='_blank'>Gopherus_agassizii.nin</a>	<a href='LIRBase_blastdb/Gopherus_agassizii.nsq' target='_blank'>Gopherus_agassizii.nsq</a>
Gorilla_gorilla	Vertebrate	<a href='LIRBase_blastdb/Gorilla_gorilla.nhr' target='_blank'>Gorilla_gorilla.nhr</a>	<a href='LIRBase_blastdb/Gorilla_gorilla.nin' target='_blank'>Gorilla_gorilla.nin</a>	<a href='LIRBase_blastdb/Gorilla_gorilla.nsq' target='_blank'>Gorilla_gorilla.nsq</a>
Gouania_willdenowi	Vertebrate	<a href='LIRBase_blastdb/Gouania_willdenowi.nhr' target='_blank'>Gouania_willdenowi.nhr</a>	<a href='LIRBase_blastdb/Gouania_willdenowi.nin' target='_blank'>Gouania_willdenowi.nin</a>	<a href='LIRBase_blastdb/Gouania_willdenowi.nsq' target='_blank'>Gouania_willdenowi.nsq</a>
Haplochromis_burtoni	Vertebrate	<a href='LIRBase_blastdb/Haplochromis_burtoni.nhr' target='_blank'>Haplochromis_burtoni.nhr</a>	<a href='LIRBase_blastdb/Haplochromis_burtoni.nin' target='_blank'>Haplochromis_burtoni.nin</a>	<a href='LIRBase_blastdb/Haplochromis_burtoni.nsq' target='_blank'>Haplochromis_burtoni.nsq</a>
Heterocephalus_glaber_female	Vertebrate	<a href='LIRBase_blastdb/Heterocephalus_glaber_female.nhr' target='_blank'>Heterocephalus_glaber_female.nhr</a>	<a href='LIRBase_blastdb/Heterocephalus_glaber_female.nin' target='_blank'>Heterocephalus_glaber_female.nin</a>	<a href='LIRBase_blastdb/Heterocephalus_glaber_female.nsq' target='_blank'>Heterocephalus_glaber_female.nsq</a>
Heterocephalus_glaber_male	Vertebrate	<a href='LIRBase_blastdb/Heterocephalus_glaber_male.nhr' target='_blank'>Heterocephalus_glaber_male.nhr</a>	<a href='LIRBase_blastdb/Heterocephalus_glaber_male.nin' target='_blank'>Heterocephalus_glaber_male.nin</a>	<a href='LIRBase_blastdb/Heterocephalus_glaber_male.nsq' target='_blank'>Heterocephalus_glaber_male.nsq</a>
Hippocampus_comes	Vertebrate	<a href='LIRBase_blastdb/Hippocampus_comes.nhr' target='_blank'>Hippocampus_comes.nhr</a>	<a href='LIRBase_blastdb/Hippocampus_comes.nin' target='_blank'>Hippocampus_comes.nin</a>	<a href='LIRBase_blastdb/Hippocampus_comes.nsq' target='_blank'>Hippocampus_comes.nsq</a>
Homo_sapiens	Vertebrate	<a href='LIRBase_blastdb/Homo_sapiens.nhr' target='_blank'>Homo_sapiens.nhr</a>	<a href='LIRBase_blastdb/Homo_sapiens.nin' target='_blank'>Homo_sapiens.nin</a>	<a href='LIRBase_blastdb/Homo_sapiens.nsq' target='_blank'>Homo_sapiens.nsq</a>
